0.36241162,0.7445649,5.0511537,0.0,2.2510476
3.782051,0.00066673977,5.579696,0.0,55.692097
0.01268676,0.00373411,0.49403322,0.741248,19.19929
0.70615345,0.095524654,9.341031,0.0,25.775469
3.2116032,1.7019217,14.395889,0.017747544,20.79517
0.54407936,0.00023384247,1.1190366,0.0,41.095444
1.1180227,0.88374746,3.3638027,0.0,5.1560907
3.2103896,8.076406,2.0338495,0.00016620892,46.958317
0.38293034,0.12861542,0.0,0.0,0.01089999
0.13872448,0.13137664,0.6394759,0.05811798,2.1286614
2.587556,9.334778,11.258991,0.0,15.8306875
2.3740017,0.0001232346,0.016300889,0.94094014,36.048874
1.9643875,0.5698267,5.667839,0.0035209164,9.7964945
1.8901719,0.056427162,1.5097915,0.00024442095,30.197477
1.7019584,19.14782,10.434226,0.0,10.464256
2.123289,3.2518709,6.0041614,1.3699061,26.839132
1.300845,0.08635882,10.7274,0.0,34.383766
4.0187583,4.3540325,11.884061,0.006676309,10.381548
0.36400834,1.1959279,0.25809994,4.227812,4.5211697
5.7164946,8.393789,14.194684,0.00030879633,14.789507
3.6733959,0.25986123,9.839865,0.11132857,19.609097
4.661188,0.02387541,1.6471423,0.077155314,18.158768
0.0,0.26598743,0.0,0.0,0.15067984
0.39068907,3.9285588,0.029948618,6.777189,36.69887
5.309477,0.44682562,2.8548682,2.3565629,3.1453326
1.4561205,0.11416892,12.110051,7.025355e-06,39.58974
1.3573455,2.6116943,6.303627,0.045082662,16.847418
0.003476952,0.00081162405,0.70560884,0.0,22.668331
0.9939418,3.0014212,8.575102,0.16077812,12.709703
0.39342025,0.04248459,2.1598265,0.00017772161,10.430924
4.797252,8.249974,14.250493,0.0,28.746605
0.029719122,2.7706668,12.732394,0.06563824,17.3626
4.262805,12.041027,4.302133,0.0,7.3097205
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
