636,0.000,0.000,0.693,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
661,0.693,0.000,0.000,0.000,0.000,1.099,0.000,0.000,0.000,0.000,0.000,0.000
667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
674,0.000,0.000,0.000,0.000,0.000,1.609,0.000,0.000,0.000,0.000,0.000,0.000
679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
683,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
685,0.693,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
689,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
712,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
715,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
717,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
721,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693
724,0.000,0.693,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
728,0.000,0.000,0.000,0.000,0.693,0.693,0.693,1.099,0.000,0.000,0.000,0.000
729,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
741,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
743,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693,0.000
747,1.609,0.693,0.000,0.693,0.000,0.000,0.000,0.693,0.000,0.693,1.099,0.693
748,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
751,0.000,1.386,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000
756,0.693,0.693,0.000,0.693,1.099,0.000,0.693,0.000,0.000,0.000,0.000,0.000
763,0.693,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
769,1.609,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
770,0.693,0.000,0.000,0.000,0.000,0.000,0.000,1.792,0.000,1.099,0.000,0.000
786,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
789,1.099,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
791,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
798,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
802,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000
805,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
812,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
815,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000
829,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
838,0.693,0.000,0.000,0.693,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000
865,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
942,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000
1280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1294,1.099,0.000,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.693,0.693
1296,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1301,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693,0.000
1314,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1318,0.693,0.000,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000
1338,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1339,0.693,0.000,0.000,0.000,0.000,0.000,0.693,0.693,0.000,0.000,0.000,0.693
1343,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1366,0.693,0.000,0.000,0.693,0.000,0.693,0.693,0.000,0.000,0.000,0.000,0.693
1741,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1761,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1765,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2284,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2836,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2859,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2881,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2896,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3098,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693,0.000,0.000
3122,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3183,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3207,0.693,0.693,0.693,0.000,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3210,0.693,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3211,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3212,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3213,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3214,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693,2.773
3216,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.693,0.693,0.000,0.693
3218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3219,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3221,0.693,0.000,0.000,0.000,1.386,0.000,0.693,0.000,0.000,0.000,0.000,0.000
3224,0.000,0.000,0.000,0.693,1.099,0.693,0.000,0.693,0.000,1.099,0.000,0.000
3225,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3226,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3232,1.099,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3233,0.693,0.693,1.099,0.000,0.000,0.693,0.000,0.693,0.000,0.000,0.693,0.000
3235,1.386,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3237,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3243,0.000,0.000,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000
3244,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3247,1.609,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3249,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3252,0.000,0.000,1.099,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.693
3253,2.079,0.693,0.000,0.693,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3257,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3267,0.000,0.000,0.000,0.000,1.099,0.000,0.000,0.693,0.000,0.000,0.000,0.000
3268,0.000,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000
3282,0.693,0.693,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.693,0.000
3288,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693
3293,1.099,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3294,1.386,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3305,1.792,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3316,0.693,0.000,0.000,0.000,0.000,1.099,0.000,0.000,0.000,0.000,0.000,0.000
3323,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3418,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693,0.000
3542,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3577,1.099,0.000,0.693,0.000,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3611,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3618,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000
3918,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3980,1.099,0.000,1.386,0.000,0.000,0.693,1.099,0.693,0.000,0.000,0.000,0.000
4000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4004,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4245,0.000,0.693,0.000,1.099,0.693,0.000,0.693,0.000,0.000,1.386,0.000,0.000
4246,0.000,0.000,1.099,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4701,1.099,0.000,0.000,1.099,0.000,0.693,0.693,0.000,0.000,0.000,0.000,0.000
4702,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4704,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4833,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4836,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4841,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4847,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4862,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4869,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4870,0.693,0.000,0.000,0.000,1.386,0.693,0.693,1.386,0.000,0.000,0.000,0.693
4886,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4887,1.609,0.000,0.693,1.099,0.000,1.099,0.693,1.099,0.000,0.000,0.000,0.000
5258,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693
5367,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5541,0.000,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5724,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5895,0.693,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7863,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7864,1.099,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7866,1.099,1.386,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7869,0.000,0.000,0.000,0.000,0.000,0.000,1.099,0.000,0.693,0.000,0.693,0.000
7871,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7872,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7873,0.000,0.693,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693
7876,0.000,0.000,0.000,0.000,0.693,0.693,0.000,0.000,0.000,0.000,0.693,0.000
7877,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7887,1.792,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.693,0.000,0.000,0.693
7888,0.693,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7889,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7890,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7892,1.099,0.000,1.099,0.000,0.000,1.099,0.693,0.693,0.000,0.000,0.000,0.000
7893,0.000,0.000,0.000,0.693,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7895,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7896,1.099,0.000,1.386,0.693,0.000,0.000,0.693,0.693,0.000,0.000,0.000,0.000
7900,0.693,0.693,0.000,0.000,0.000,0.000,0.000,0.000,1.099,0.000,0.000,1.099
7901,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7903,0.693,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7905,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7909,0.000,1.099,0.693,0.000,0.000,0.693,0.000,0.693,1.946,0.693,0.000,0.000
7926,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7927,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7930,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7935,0.000,0.693,0.693,0.000,0.000,1.099,0.000,0.693,0.000,0.000,0.000,0.000
7940,0.693,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7941,1.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7942,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.099,0.693,0.693,0.693,1.386
7947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7956,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7964,0.693,1.099,0.693,0.000,0.693,0.693,0.000,0.000,0.000,0.000,0.000,0.000
7974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7980,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000
7981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7982,1.099,0.000,0.000,0.693,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000
8752,0.000,0.693,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8753,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8754,1.099,0.000,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000
8755,0.693,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8756,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8757,0.000,0.000,0.693,1.386,1.609,0.693,0.693,0.000,0.000,1.386,0.000,0.000
8763,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8767,1.609,1.386,1.099,0.693,0.000,2.079,1.099,1.609,1.099,1.386,0.693,1.386
9021,0.000,0.693,0.000,1.946,1.792,0.693,0.000,0.000,0.000,0.000,0.000,0.000
9022,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9023,1.386,0.693,1.099,1.099,1.099,1.609,1.099,0.000,0.000,1.386,1.609,1.386
9024,1.386,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.099,0.693
9025,0.000,1.792,1.099,0.000,1.386,1.946,1.099,1.386,1.386,1.386,2.890,0.693
9026,0.000,0.000,0.693,0.693,0.000,0.000,0.000,0.000,0.693,0.693,1.609,3.178
9027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9028,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693,0.000,1.386
9030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9031,0.000,0.000,0.000,0.693,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693,0.000,0.000
9033,0.000,1.386,0.000,0.693,1.792,0.693,0.693,0.693,0.693,0.693,0.000,1.099
9034,1.099,1.099,1.946,1.792,2.485,1.099,0.000,0.693,0.000,0.000,0.000,0.000
9035,0.000,0.000,0.000,1.386,1.099,0.693,0.000,0.000,0.000,1.099,0.000,0.000
9036,1.792,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9037,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9039,3.912,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9046,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693
9048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693
9051,0.693,1.609,0.000,1.609,1.386,1.946,1.792,1.609,0.693,0.000,1.946,1.386
9055,1.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9057,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9060,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9064,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.693,1.386
9065,1.386,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9068,1.099,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9069,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9070,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9089,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9090,0.000,0.000,0.000,0.000,0.000,0.693,0.693,0.693,1.386,0.693,0.000,0.000
9091,1.099,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9092,0.000,0.693,1.099,0.000,0.000,0.693,0.000,1.099,0.000,0.000,0.000,0.000
9101,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9103,0.000,0.693,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000
9105,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9106,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9109,0.693,0.000,0.000,0.000,0.000,1.099,0.000,0.000,0.000,0.000,0.000,0.000
9118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9119,1.792,1.792,1.946,1.386,1.386,0.693,0.693,1.792,2.398,1.792,0.000,1.946
9120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.693
9122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9123,1.946,1.609,0.693,1.386,1.386,0.693,0.000,1.386,2.197,1.099,0.000,1.609
9124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9126,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9128,0.000,0.000,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9146,1.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9147,1.609,1.099,0.000,0.000,1.099,0.693,1.099,0.000,0.000,0.000,0.000,0.000
9150,0.000,1.099,0.000,0.000,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9155,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9158,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9161,1.099,0.693,0.693,1.609,1.386,1.386,0.000,0.693,0.000,0.000,0.000,1.386
